Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,
US National,2 wk ahead,Bin,percent,12.7,12.8,0.00080627
US National,2 wk ahead,Bin,percent,12.8,12.9,0.00080627
US National,2 wk ahead,Bin,percent,12.9,13,0.00080627
US National,2 wk ahead,Bin,percent,13,100,0.0005
US National,3 wk ahead,Point,percent,NA,NA,4.0575
US National,3 wk ahead,Bin,percent,0,0.1,0.000806278
US National,3 wk ahead,Bin,percent,0.1,0.2,0.000806281
US National,3 wk ahead,Bin,percent,0.2,0.3,0.000806285
US National,3 wk ahead,Bin,percent,0.3,0.4,0.000806291
US National,3 wk ahead,Bin,percent,0.4,0.5,0.0008063
US National,3 wk ahead,Bin,percent,0.5,0.6,0.000806312
US National,3 wk ahead,Bin,percent,0.6,0.7,0.00080633
US National,3 wk ahead,Bin,percent,0.7,0.8,0.000806357
US National,3 wk ahead,Bin,percent,0.8,0.9,0.000806397
US National,3 wk ahead,Bin,percent,0.9,1,0.000806456
US National,3 wk ahead,Bin,percent,1,1.1,0.000806544
US National,3 wk ahead,Bin,percent,1.1,1.2,0.000806675
US National,3 wk ahead,Bin,percent,1.2,1.3,0.000806875
US National,3 wk ahead,Bin,percent,1.3,1.4,0.000892094
US National,3 wk ahead,Bin,percent,1.4,1.5,0.001043748
US National,3 wk ahead,Bin,percent,1.5,1.6,0.001243805
US National,3 wk ahead,Bin,percent,1.6,1.7,0.00150365
US National,3 wk ahead,Bin,percent,1.7,1.8,0.001835917
US National,3 wk ahead,Bin,percent,1.8,1.9,0.002254149
US National,3 wk ahead,Bin,percent,1.9,2,0.002772296
US National,3 wk ahead,Bin,percent,2,2.1,0.003404065
US National,3 wk ahead,Bin,percent,2.1,2.2,0.00416213
US National,3 wk ahead,Bin,percent,2.2,2.3,0.005057308
US National,3 wk ahead,Bin,percent,2.3,2.4,0.006097777
US National,3 wk ahead,Bin,percent,2.4,2.5,0.007288524
US National,3 wk ahead,Bin,percent,2.5,2.6,0.008631218
US National,3 wk ahead,Bin,percent,2.6,2.7,0.01012474
US National,3 wk ahead,Bin,percent,2.7,2.8,0.011766631
US National,3 wk ahead,Bin,percent,2.8,2.9,0.013555639
US National,3 wk ahead,Bin,percent,2.9,3,0.015495385
US National,3 wk ahead,Bin,percent,3,3.1,0.017598846
US National,3 wk ahead,Bin,percent,3.1,3.2,0.019892757
US National,3 wk ahead,Bin,percent,3.2,3.3,0.022420237
US National,3 wk ahead,Bin,percent,3.3,3.4,0.025238983
US National,3 wk ahead,Bin,percent,3.4,3.5,0.028411738
US National,3 wk ahead,Bin,percent,3.5,3.6,0.031986058
US National,3 wk ahead,Bin,percent,3.6,3.7,0.035962722
US National,3 wk ahead,Bin,percent,3.7,3.8,0.040257004
US National,3 wk ahead,Bin,percent,3.8,3.9,0.04466387
US National,3 wk ahead,Bin,percent,3.9,4,0.048844061
US National,3 wk ahead,Bin,percent,4,4.1,0.05234844
US National,3 wk ahead,Bin,percent,4.1,4.2,0.05468854
US National,3 wk ahead,Bin,percent,4.2,4.3,0.055442616
US National,3 wk ahead,Bin,percent,4.3,4.4,0.05436631
US National,3 wk ahead,Bin,percent,4.4,4.5,0.051467465
US National,3 wk ahead,Bin,percent,4.5,4.6,0.047014422
US National,3 wk ahead,Bin,percent,4.6,4.7,0.041473435
US National,3 wk ahead,Bin,percent,4.7,4.8,0.035399683
US National,3 wk ahead,Bin,percent,4.8,4.9,0.029321935
US National,3 wk ahead,Bin,percent,4.9,5,0.023656584
US National,3 wk ahead,Bin,percent,5,5.1,0.018668338
US National,3 wk ahead,Bin,percent,5.1,5.2,0.014474455
US National,3 wk ahead,Bin,percent,5.2,5.3,0.011076761
US National,3 wk ahead,Bin,percent,5.3,5.4,0.008403333
US National,3 wk ahead,Bin,percent,5.4,5.5,0.006346411
US National,3 wk ahead,Bin,percent,5.5,5.6,0.004790073
US National,3 wk ahead,Bin,percent,5.6,5.7,0.003626767
US National,3 wk ahead,Bin,percent,5.7,5.8,0.00276492
US National,3 wk ahead,Bin,percent,5.8,5.9,0.002130692
US National,3 wk ahead,Bin,percent,5.9,6,0.001666584
US National,3 wk ahead,Bin,percent,6,6.1,0.001328781
US National,3 wk ahead,Bin,percent,6.1,6.2,0.001084311
US National,3 wk ahead,Bin,percent,6.2,6.3,0.000908525
US National,3 wk ahead,Bin,percent,6.3,6.4,0.00085696
US National,3 wk ahead,Bin,percent,6.4,6.5,0.000838615
US National,3 wk ahead,Bin,percent,6.5,6.6,0.000826963
US National,3 wk ahead,Bin,percent,6.6,6.7,0.000819553
US National,3 wk ahead,Bin,percent,6.7,6.8,0.00081483
US National,3 wk ahead,Bin,percent,6.8,6.9,0.000811812
US National,3 wk ahead,Bin,percent,6.9,7,0.000809875
US National,3 wk ahead,Bin,percent,7,7.1,0.000808628
US National,3 wk ahead,Bin,percent,7.1,7.2,0.000807821
US National,3 wk ahead,Bin,percent,7.2,7.3,0.000807296
US National,3 wk ahead,Bin,percent,7.3,7.4,0.000806952
US National,3 wk ahead,Bin,percent,7.4,7.5,0.000806727
US National,3 wk ahead,Bin,percent,7.5,7.6,0.000806578
US National,3 wk ahead,Bin,percent,7.6,7.7,0.000806478
US National,3 wk ahead,Bin,percent,7.7,7.8,0.000806412
US National,3 wk ahead,Bin,percent,7.8,7.9,0.000806368
US National,3 wk ahead,Bin,percent,7.9,8,0.000806337
US National,3 wk ahead,Bin,percent,8,8.1,0.000806317
US National,3 wk ahead,Bin,percent,8.1,8.2,0.000806303
US National,3 wk ahead,Bin,percent,8.2,8.3,0.000806293
US National,3 wk ahead,Bin,percent,8.3,8.4,0.000806287
US National,3 wk ahead,Bin,percent,8.4,8.5,0.000806282
US National,3 wk ahead,Bin,percent,8.5,8.6,0.000806279
US National,3 wk ahead,Bin,percent,8.6,8.7,0.000806276
US National,3 wk ahead,Bin,percent,8.7,8.8,0.000806275
US National,3 wk ahead,Bin,percent,8.8,8.9,0.000806274
US National,3 wk ahead,Bin,percent,8.9,9,0.000806273
US National,3 wk ahead,Bin,percent,9,9.1,0.000806272
US National,3 wk ahead,Bin,percent,9.1,9.2,0.000806272
US National,3 wk ahead,Bin,percent,9.2,9.3,0.000806271
US National,3 wk ahead,Bin,percent,9.3,9.4,0.000806271
US National,3 wk ahead,Bin,percent,9.4,9.5,0.000806271
US National,3 wk ahead,Bin,percent,9.5,9.6,0.000806271
US National,3 wk ahead,Bin,percent,9.6,9.7,0.000806271
US National,3 wk ahead,Bin,percent,9.7,9.8,0.000806271
US National,3 wk ahead,Bin,percent,9.8,9.9,0.000806271
US National,3 wk ahead,Bin,percent,9.9,10,0.000806271
US National,3 wk ahead,Bin,percent,10,10.1,0.000806271
US National,3 wk ahead,Bin,percent,10.1,10.2,0.000806271
US National,3 wk ahead,Bin,percent,10.2,10.3,0.000806271
US National,3 wk ahead,Bin,percent,10.3,10.4,0.000806271
US National,3 wk ahead,Bin,percent,10.4,10.5,0.000806271
US National,3 wk ahead,Bin,percent,10.5,10.6,0.000806271
US National,3 wk ahead,Bin,percent,10.6,10.7,0.000806271
US National,3 wk ahead,Bin,percent,10.7,10.8,0.000806271
US National,3 wk ahead,Bin,percent,10.8,10.9,0.000806271
US National,3 wk ahead,Bin,percent,10.9,11,0.000806271
US National,3 wk ahead,Bin,percent,11,11.1,0.00080627
US National,3 wk ahead,Bin,percent,11.1,11.2,0.00080627
US National,3 wk ahead,Bin,percent,11.2,11.3,0.00080627
US National,3 wk ahead,Bin,percent,11.3,11.4,0.00080627
US National,3 wk ahead,Bin,percent,11.4,11.5,0.00080627
US National,3 wk ahead,Bin,percent,11.5,11.6,0.00080627
US National,3 wk ahead,Bin,percent,11.6,11.7,0.00080627
US National,3 wk ahead,Bin,percent,11.7,11.8,0.00080627
US National,3 wk ahead,Bin,percent,11.8,11.9,0.00080627
US National,3 wk ahead,Bin,percent,11.9,12,0.00080627
US National,3 wk ahead,Bin,percent,12,12.1,0.00080627
US National,3 wk ahead,Bin,percent,12.1,12.2,0.00080627
US National,3 wk ahead,Bin,percent,12.2,12.3,0.00080627
US National,3 wk ahead,Bin,percent,12.3,12.4,0.00080627
US National,3 wk ahead,Bin,percent,12.4,12.5,0.00080627
US National,3 wk ahead,Bin,percent,12.5,12.6,0.00080627
US National,3 wk ahead,Bin,percent,12.6,12.7,0.00080627
US National,3 wk ahead,Bin,percent,12.7,12.8,0.00080627
US National,3 wk ahead,Bin,percent,12.8,12.9,0.00080627
US National,3 wk ahead,Bin,percent,12.9,13,0.00080627
US National,3 wk ahead,Bin,percent,13,100,0.0005
US National,4 wk ahead,Point,percent,NA,NA,3.961315
US National,4 wk ahead,Bin,percent,0,0.1,0.000806274
US National,4 wk ahead,Bin,percent,0.1,0.2,0.000806275
US National,4 wk ahead,Bin,percent,0.2,0.3,0.000806277
US National,4 wk ahead,Bin,percent,0.3,0.4,0.00080628
US National,4 wk ahead,Bin,percent,0.4,0.5,0.000806284
US National,4 wk ahead,Bin,percent,0.5,0.6,0.000806291
US National,4 wk ahead,Bin,percent,0.6,0.7,0.000806301
US National,4 wk ahead,Bin,percent,0.7,0.8,0.000806316
US National,4 wk ahead,Bin,percent,0.8,0.9,0.000806339
US National,4 wk ahead,Bin,percent,0.9,1,0.000806374
US National,4 wk ahead,Bin,percent,1,1.1,0.000806428
US National,4 wk ahead,Bin,percent,1.1,1.2,0.000824638
US National,4 wk ahead,Bin,percent,1.2,1.3,0.000941581
US National,4 wk ahead,Bin,percent,1.3,1.4,0.001093615
US National,4 wk ahead,Bin,percent,1.4,1.5,0.001288656
US National,4 wk ahead,Bin,percent,1.5,1.6,0.001535534
US National,4 wk ahead,Bin,percent,1.6,1.7,0.001843835
US National,4 wk ahead,Bin,percent,1.7,1.8,0.002223634
US National,4 wk ahead,Bin,percent,1.8,1.9,0.002685157
US National,4 wk ahead,Bin,percent,1.9,2,0.003238342
US National,4 wk ahead,Bin,percent,2,2.1,0.003892371
US National,4 wk ahead,Bin,percent,2.1,2.2,0.00465521
US National,4 wk ahead,Bin,percent,2.2,2.3,0.005533274
US National,4 wk ahead,Bin,percent,2.3,2.4,0.006531354
US National,4 wk ahead,Bin,percent,2.4,2.5,0.007653039
US National,4 wk ahead,Bin,percent,2.5,2.6,0.008901888
US National,4 wk ahead,Bin,percent,2.6,2.7,0.010283728
US National,4 wk ahead,Bin,percent,2.7,2.8,0.011810409
US National,4 wk ahead,Bin,percent,2.8,2.9,0.013505232
US National,4 wk ahead,Bin,percent,2.9,3,0.015409849
US National,4 wk ahead,Bin,percent,3,3.1,0.017591447
US National,4 wk ahead,Bin,percent,3.1,3.2,0.020147421
US National,4 wk ahead,Bin,percent,3.2,3.3,0.023202427
US National,4 wk ahead,Bin,percent,3.3,3.4,0.02689067
US National,4 wk ahead,Bin,percent,3.4,3.5,0.031316261
US National,4 wk ahead,Bin,percent,3.5,3.6,0.036489627
US National,4 wk ahead,Bin,percent,3.6,3.7,0.042250409
US National,4 wk ahead,Bin,percent,3.7,3.8,0.048205212
US National,4 wk ahead,Bin,percent,3.8,3.9,0.053722232
US National,4 wk ahead,Bin,percent,3.9,4,0.058018898
US National,4 wk ahead,Bin,percent,4,4.1,0.060343104
US National,4 wk ahead,Bin,percent,4.1,4.2,0.060194309
US National,4 wk ahead,Bin,percent,4.2,4.3,0.057491903
US National,4 wk ahead,Bin,percent,4.3,4.4,0.052609525
US National,4 wk ahead,Bin,percent,4.4,4.5,0.046257454
US National,4 wk ahead,Bin,percent,4.5,4.6,0.039270713
US National,4 wk ahead,Bin,percent,4.6,4.7,0.03239796
US National,4 wk ahead,Bin,percent,4.7,4.8,0.026167041
US National,4 wk ahead,Bin,percent,4.8,4.9,0.020850571
US National,4 wk ahead,Bin,percent,4.9,5,0.016507909
US National,4 wk ahead,Bin,percent,5,5.1,0.013060763
US National,4 wk ahead,Bin,percent,5.1,5.2,0.010366406
US National,4 wk ahead,Bin,percent,5.2,5.3,0.008270089
US National,4 wk ahead,Bin,percent,5.3,5.4,0.006633841
US National,4 wk ahead,Bin,percent,5.4,5.5,0.005347105
US National,4 wk ahead,Bin,percent,5.5,5.6,0.004326671
US National,4 wk ahead,Bin,percent,5.6,5.7,0.003511875
US National,4 wk ahead,Bin,percent,5.7,5.8,0.002858783
US National,4 wk ahead,Bin,percent,5.8,5.9,0.002335112
US National,4 wk ahead,Bin,percent,5.9,6,0.001916416
US National,4 wk ahead,Bin,percent,6,6.1,0.001583516
US National,4 wk ahead,Bin,percent,6.1,6.2,0.001320856
US National,4 wk ahead,Bin,percent,6.2,6.3,0.001115521
US National,4 wk ahead,Bin,percent,6.3,6.4,0.000956654
US National,4 wk ahead,Bin,percent,6.4,6.5,0.000835097
US National,4 wk ahead,Bin,percent,6.5,6.6,0.000809143
US National,4 wk ahead,Bin,percent,6.6,6.7,0.000808066
US National,4 wk ahead,Bin,percent,6.7,6.8,0.000807401
US National,4 wk ahead,Bin,percent,6.8,6.9,0.000806988
US National,4 wk ahead,Bin,percent,6.9,7,0.000806729
US National,4 wk ahead,Bin,percent,7,7.1,0.000806565
US National,4 wk ahead,Bin,percent,7.1,7.2,0.000806462
US National,4 wk ahead,Bin,percent,7.2,7.3,0.000806395
US National,4 wk ahead,Bin,percent,7.3,7.4,0.000806353
US National,4 wk ahead,Bin,percent,7.4,7.5,0.000806325
US National,4 wk ahead,Bin,percent,7.5,7.6,0.000806307
US National,4 wk ahead,Bin,percent,7.6,7.7,0.000806295
US National,4 wk ahead,Bin,percent,7.7,7.8,0.000806287
US National,4 wk ahead,Bin,percent,7.8,7.9,0.000806282
US National,4 wk ahead,Bin,percent,7.9,8,0.000806278
US National,4 wk ahead,Bin,percent,8,8.1,0.000806276
US National,4 wk ahead,Bin,percent,8.1,8.2,0.000806274
US National,4 wk ahead,Bin,percent,8.2,8.3,0.000806273
US National,4 wk ahead,Bin,percent,8.3,8.4,0.000806272
US National,4 wk ahead,Bin,percent,8.4,8.5,0.000806272
US National,4 wk ahead,Bin,percent,8.5,8.6,0.000806271
US National,4 wk ahead,Bin,percent,8.6,8.7,0.000806271
US National,4 wk ahead,Bin,percent,8.7,8.8,0.000806271
US National,4 wk ahead,Bin,percent,8.8,8.9,0.000806271
US National,4 wk ahead,Bin,percent,8.9,9,0.000806271
US National,4 wk ahead,Bin,percent,9,9.1,0.000806271
US National,4 wk ahead,Bin,percent,9.1,9.2,0.000806271
US National,4 wk ahead,Bin,percent,9.2,9.3,0.000806271
US National,4 wk ahead,Bin,percent,9.3,9.4,0.000806271
US National,4 wk ahead,Bin,percent,9.4,9.5,0.000806271
US National,4 wk ahead,Bin,percent,9.5,9.6,0.000806271
US National,4 wk ahead,Bin,percent,9.6,9.7,0.000806271
US National,4 wk ahead,Bin,percent,9.7,9.8,0.000806271
US National,4 wk ahead,Bin,percent,9.8,9.9,0.000806271
US National,4 wk ahead,Bin,percent,9.9,10,0.000806271
US National,4 wk ahead,Bin,percent,10,10.1,0.000806271
US National,4 wk ahead,Bin,percent,10.1,10.2,0.00080627
US National,4 wk ahead,Bin,percent,10.2,10.3,0.00080627
US National,4 wk ahead,Bin,percent,10.3,10.4,0.00080627
US National,4 wk ahead,Bin,percent,10.4,10.5,0.00080627
US National,4 wk ahead,Bin,percent,10.5,10.6,0.00080627
US National,4 wk ahead,Bin,percent,10.6,10.7,0.00080627
US National,4 wk ahead,Bin,percent,10.7,10.8,0.00080627
US National,4 wk ahead,Bin,percent,10.8,10.9,0.00080627
US National,4 wk ahead,Bin,percent,10.9,11,0.00080627
US National,4 wk ahead,Bin,percent,11,11.1,0.00080627
US National,4 wk ahead,Bin,percent,11.1,11.2,0.00080627
US National,4 wk ahead,Bin,percent,11.2,11.3,0.00080627
US National,4 wk ahead,Bin,percent,11.3,11.4,0.00080627
US National,4 wk ahead,Bin,percent,11.4,11.5,0.00080627
US National,4 wk ahead,Bin,percent,11.5,11.6,0.00080627
US National,4 wk ahead,Bin,percent,11.6,11.7,0.00080627
US National,4 wk ahead,Bin,percent,11.7,11.8,0.00080627
US National,4 wk ahead,Bin,percent,11.8,11.9,0.00080627
US National,4 wk ahead,Bin,percent,11.9,12,0.00080627
US National,4 wk ahead,Bin,percent,12,12.1,0.00080627
US National,4 wk ahead,Bin,percent,12.1,12.2,0.00080627
US National,4 wk ahead,Bin,percent,12.2,12.3,0.00080627
US National,4 wk ahead,Bin,percent,12.3,12.4,0.00080627
US National,4 wk ahead,Bin,percent,12.4,12.5,0.00080627
US National,4 wk ahead,Bin,percent,12.5,12.6,0.00080627
US National,4 wk ahead,Bin,percent,12.6,12.7,0.00080627
US National,4 wk ahead,Bin,percent,12.7,12.8,0.00080627
US National,4 wk ahead,Bin,percent,12.8,12.9,0.00080627
US National,4 wk ahead,Bin,percent,12.9,13,0.00080627
US National,4 wk ahead,Bin,percent,13,100,0.0005
HHS Region 1,Season onset,Point,week,NA,NA,35.5
HHS Region 1,Season onset,Bin,week,40,41,0.000585041
HHS Region 1,Season onset,Bin,week,41,42,0.000585048
HHS Region 1,Season onset,Bin,week,42,43,0.000585153
HHS Region 1,Season onset,Bin,week,43,44,0.000587429
HHS Region 1,Season onset,Bin,week,44,45,0.000657985
HHS Region 1,Season onset,Bin,week,45,46,0.003158139
HHS Region 1,Season onset,Bin,week,46,47,0.048536867
HHS Region 1,Season onset,Bin,week,47,48,0.87937531
HHS Region 1,Season onset,Bin,week,48,49,0.048536867
HHS Region 1,Season onset,Bin,week,49,50,0.003158139
HHS Region 1,Season onset,Bin,week,50,51,0.000657985
HHS Region 1,Season onset,Bin,week,51,52,0.000705024
HHS Region 1,Season onset,Bin,week,52,53,0.000585153
HHS Region 1,Season onset,Bin,week,1,2,0.000585048
HHS Region 1,Season onset,Bin,week,2,3,0.000585041
HHS Region 1,Season onset,Bin,week,3,4,0.00058504
HHS Region 1,Season onset,Bin,week,4,5,0.00058504
HHS Region 1,Season onset,Bin,week,5,6,0.00058504
HHS Region 1,Season onset,Bin,week,6,7,0.00058504
HHS Region 1,Season onset,Bin,week,7,8,0.00058504
HHS Region 1,Season onset,Bin,week,8,9,0.00058504
HHS Region 1,Season onset,Bin,week,9,10,0.00058504
HHS Region 1,Season onset,Bin,week,10,11,0.00058504
HHS Region 1,Season onset,Bin,week,11,12,0.00058504
HHS Region 1,Season onset,Bin,week,12,13,0.00058504
HHS Region 1,Season onset,Bin,week,13,14,0.00058504
HHS Region 1,Season onset,Bin,week,14,15,0.00058504
HHS Region 1,Season onset,Bin,week,15,16,0.00058504
HHS Region 1,Season onset,Bin,week,16,17,0.00058504
HHS Region 1,Season onset,Bin,week,17,18,0.00058504
HHS Region 1,Season onset,Bin,week,18,19,0.00058504
HHS Region 1,Season onset,Bin,week,19,20,0.00058504
HHS Region 1,Season onset,Bin,week,20,21,0.00058504
HHS Region 1,Season onset,Bin,week,none,none,0.00058505
HHS Region 1,Season peak week,Point,week,NA,NA,4
HHS Region 1,Season peak week,Bin,week,40,41,0.001100105
HHS Region 1,Season peak week,Bin,week,41,42,0.001100105
HHS Region 1,Season peak week,Bin,week,42,43,0.001100105
HHS Region 1,Season peak week,Bin,week,43,44,0.001100105
HHS Region 1,Season peak week,Bin,week,44,45,0.001100105
HHS Region 1,Season peak week,Bin,week,45,46,0.001100105
HHS Region 1,Season peak week,Bin,week,46,47,0.001100105
HHS Region 1,Season peak week,Bin,week,47,48,0.001100105
HHS Region 1,Season peak week,Bin,week,48,49,0.001100105
HHS Region 1,Season peak week,Bin,week,49,50,0.001100105
HHS Region 1,Season peak week,Bin,week,50,51,0.001100105
HHS Region 1,Season peak week,Bin,week,51,52,0.001100105
HHS Region 1,Season peak week,Bin,week,52,53,0.250722393
HHS Region 1,Season peak week,Bin,week,1,2,0.05420103
HHS Region 1,Season peak week,Bin,week,2,3,0.047998929
HHS Region 1,Season peak week,Bin,week,3,4,0.046985298
HHS Region 1,Season peak week,Bin,week,4,5,0.045648441
HHS Region 1,Season peak week,Bin,week,5,6,0.04965363
HHS Region 1,Season peak week,Bin,week,6,7,0.130913516
HHS Region 1,Season peak week,Bin,week,7,8,0.252081194
HHS Region 1,Season peak week,Bin,week,8,9,0.044829863
HHS Region 1,Season peak week,Bin,week,9,10,0.01415352
